abstract,abstractnote,address,annote,archiveprefix,articleno,author,author1_email,author1_url,author2_email,author2_url,bdsk-url-1,booktitle,chapter,citation_key,collection,contact,copyright,date,day,doi,edition,editor,entry_type,eprint,file,howpublished,institution,isbn,issn,issue,issue_date,journal,keywords,language,lccn,location,month,note,number,numpages,organization,pages,pmcid,pmid,primaryclass,publisher,rights,school,series,shorttitle,title,type,url,urldate,volume,year
,,,,arXiv,,Margarita Boyarskaya and Alexandra Olteanu and Kate Crawford,,,,,,,,ref116,,,,,,,,,misc,2011.13416,,,,,,,,,,,,,,,,,,,,,cs.CY,,,,,,Overcoming Failures of Imagination in AI Infused System Development and Deployment,,https://arxiv.org/abs/2011.13416,,,2020
,,"New York, NY, USA",,,,"Sloane, Mona and Moss, Emanuel and Awomolo, Olaitan and Forlano, Laura",,,,,,,,ref129,,,,,,10.1145/3551624.3555285,,,inproceedings,,,,,9781450394772,,,,,,,,"Arlington, VA, USA",,,,,,,,,,Association for Computing Machinery,,,EAAMO '22,,Participation Is not a Design Fix for Machine Learning,,https://doi.org/10.1145/3551624.3555285,,,2022
,,,,,,"Aleks Berditchevskaia and
Eirini Malliaraki and
Kathy Peach",,,,,,,,ref140,,,,,,,,,article,,,,,,,,,Nesta,,,,,,,,,,,,,,,,,,,Participatory AI for humanitarian innovation: A briefing paper,,https://media.nesta.org.uk/documents/Nesta_Participatory_AI_for_humanitarian_innovation_Final.pdf,,,2021
,,,,,,Alex Goldstein and Adam Kapelner and Justin Bleich and Emil Pitkin,,,,,,,,ice_plots,,,,,,,,,article,,,,,,,,,Journal of Computational and Graphical Statistics,,,,,,,1,,,,,,,,,,,,Peeking Inside the Black Box: Visualizing Statistical Learning with Plots of Individual Conditional Expectation,,,,24,2015
,,,,,,Alex Goldstein and Adam Kapelner and Justin Bleich and Emil Pitkin,,,,,,,,ice_plots,,,,,,,,,article,,,,,,,,,Journal of Computational and Graphical Statistics,,,,,,,1,,,,,,,,,,,,Peeking Inside the Black Box: Visualizing Statistical Learning with Plots of Individual Conditional Expectation,,,,24,2015
,,,,,,Alex Goldstein and Adam Kapelner and Justin Bleich and Emil Pitkin,,,,,,,,ice_plots,,,,,,,,,article,,,,,,,,,Journal of Computational and Graphical Statistics,,,,,,URL: \url{https://arxiv.org/pdf/1309.6392.pdf},1,,,,,,,,,,,,Peeking {I}nside the {B}lack {B}ox: {V}isualizing {S}tatistical {L}earning with {P}lots of {I}ndividual {C}onditional {E}xpectation,,,,24,2015
,,,,,,Alex Goldstein and Adam Kapelner and Justin Bleich and Emil Pitkin,,,,,,,,ice_plots,,,,,,,,,article,,,,,,,,,Journal of Computational and Graphical Statistics,,,,,,URL: \url{https://arxiv.org/pdf/1309.6392.pdf},1,,,,,,,,,,,,Peeking {I}nside the {B}lack {B}ox: {V}isualizing {S}tatistical {L}earning with {P}lots of {I}ndividual {C}onditional {E}xpectation,,,,24,2015
,,,,,,Alex Goldstein and Adam Kapelner and Justin Bleich and Emil Pitkin,,,,,,,,ice_plots,,,,,,,,,article,,,,,,,,,Journal of Computational and Graphical Statistics,,,,,,URL: \url{https://arxiv.org/pdf/1309.6392.pdf},1,,,,,,,,,,,,Peeking {I}nside the {B}lack {B}ox: {V}isualizing {S}tatistical {L}earning with {P}lots of {I}ndividual {C}onditional {E}xpectation,,,,24,2015
,,,,,,Alex Goldstein and Adam Kapelner and Justin Bleich and Emil Pitkin,,,,,,,,ice_plots,,,,,,,,,article,,,,,,,,,Journal of Computational and Graphical Statistics,,,,,,URL: \url{https://arxiv.org/pdf/1309.6392.pdf},1,,,,,,,,,,,,Peeking {I}nside the {B}lack {B}ox: {V}isualizing {S}tatistical {L}earning with {P}lots of {I}ndividual {C}onditional {E}xpectation,,,,24,2015
,,,,,,Alex Goldstein and Adam Kapelner and Justin Bleich and Emil Pitkin,,,,,,,,ice_plots,,,,,,,,,article,,,,,,,,,Journal of Computational and Graphical Statistics,,,,,,URL: \url{https://arxiv.org/pdf/1309.6392.pdf},1,,,,,,,,,,,,Peeking {I}nside the {B}lack {B}ox: {V}isualizing {S}tatistical {L}earning with {P}lots of {I}ndividual {C}onditional {E}xpectation,,,,24,2015
,,,,,,Alex Goldstein and Adam Kapelner and Justin Bleich and Emil Pitkin,,,,,,,,ice_plots,,,,,,,,,article,,,,,,,,,Journal of Computational and Graphical Statistics,,,,,,URL: \url{https://arxiv.org/pdf/1309.6392.pdf},1,,,,,,,,,,,,Peeking {I}nside the {B}lack {B}ox: {V}isualizing {S}tatistical {L}earning with {P}lots of {I}ndividual {C}onditional {E}xpectation,,,,24,2015
,,,,,,Alex Goldstein and Adam Kapelner and Justin Bleich and Emil Pitkin,,,,,,,,ice_plots,,,,,,,,,article,,,,,,,,,Journal of Computational and Graphical Statistics,,,,,,URL: \url{https://arxiv.org/pdf/1309.6392.pdf},1,,,,,,,,,,,,Peeking {I}nside the {B}lack {B}ox: {V}isualizing {S}tatistical {L}earning with {P}lots of {I}ndividual {C}onditional {E}xpectation,,,,24,2015
,,,,,,Alex Goldstein and Adam Kapelner and Justin Bleich and Emil Pitkin,,,,,,,,ice_plots,,,,,,,,,article,,,,,,,,,Journal of Computational and Graphical Statistics,,,,,,URL: \url{https://arxiv.org/pdf/1309.6392.pdf},1,,,,,,,,,,,,Peeking {I}nside the {B}lack {B}ox: {V}isualizing {S}tatistical {L}earning with {P}lots of {I}ndividual {C}onditional {E}xpectation,,,,24,2015
,,,,,,"Giancoli, D.C.",,,,,,,,giancoli2008physics,,,,,,,4,,book,,,,,9780131495081,,,,,,,2006039431,,,,,,,123-124,,,,Pearson Education,,,,,Physics for Scientists and Engineers with Modern Physics,,,,,2008
,,,,,,"Bommasani, R. and others",,,,,,,,ref83,,,,,,,,,misc,,,"Advances in Neural Information Processing Systems, 35",,,,,,,,,,,,,,,,3663--3678,,,,,,,,,Picking on the same person: Does algorithmic monoculture lead to outcome homogenization?,,https://arxiv.org/abs/2211.13972,,,2022
,,,,,,"Rudin, Cynthia",,,,,,,,please_stop,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1811.10154,,,,,,URL: \url{https://arxiv.org/pdf/1811.10154.pdf},,,,,,,,,,,,,Please {S}top {E}xplaining {B}lack {B}ox {M}odels for {H}igh {S}takes {D}ecisions,,,,,2018
,,,,,,"Rudin, Cynthia",,,,,,,,please_stop,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1811.10154,,,,,,URL: \url{https://arxiv.org/pdf/1811.10154.pdf},,,,,,,,,,,,,Please {S}top {E}xplaining {B}lack {B}ox {M}odels for {H}igh {S}takes {D}ecisions,,,,,2018
,,,,,,"Rudin, Cynthia",,,,,,,,please_stop,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1811.10154,,,,,,URL: \url{https://arxiv.org/pdf/1811.10154.pdf},,,,,,,,,,,,,Please {S}top {E}xplaining {B}lack {B}ox {M}odels for {H}igh {S}takes {D}ecisions,,,,,2018
,,,,,,"Rudin, Cynthia",,,,,,,,please_stop,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1811.10154,,,,,,URL: \url{https://arxiv.org/pdf/1811.10154.pdf},,,,,,,,,,,,,Please {S}top {E}xplaining {B}lack {B}ox {M}odels for {H}igh {S}takes {D}ecisions,,,,,2018
,,,,,,"Rudin, Cynthia",,,,,,,,please_stop,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1811.10154,,,,,,URL: \url{https://arxiv.org/pdf/1811.10154.pdf},,,,,,,,,,,,,Please {S}top {E}xplaining {B}lack {B}ox {M}odels for {H}igh {S}takes {D}ecisions,,,,,2018
,,,,,,"Rudin, Cynthia",,,,,,,,please_stop,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1811.10154,,,,,,URL: \url{https://arxiv.org/pdf/1811.10154.pdf},,,,,,,,,,,,,Please {S}top {E}xplaining {B}lack {B}ox {M}odels for {H}igh {S}takes {D}ecisions and {U}se {I}nterpretable {M}odels {I}nstead,,,,,2018
,,,,,,"Rudin, Cynthia",,,,,,,,please_stop,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1811.10154,,,,,,URL: \url{https://arxiv.org/pdf/1811.10154.pdf},,,,,,,,,,,,,Please {S}top {E}xplaining {B}lack {B}ox {M}odels for {H}igh {S}takes {D}ecisions and {U}se {I}nterpretable {M}odels {I}nstead,,,,,2018
,,,,arXiv,,Hanna Wallach and Meera Desai and A. Feder Cooper and Angelina Wang and Chad Atalla and Solon Barocas and Su Lin Blodgett and Alexandra Chouldechova and Emily Corvi and P. Alex Dow and Jean Garcia-Gathright and Alexandra Olteanu and Nicholas Pangakis and Stefanie Reed and Emily Sheng and Dan Vann and Jennifer Wortman Vaughan and Matthew Vogel and Hannah Washington and Abigail Z. Jacobs,,,,,,,,ref115,,,,,,,,,misc,2502.00561,,,,,,,,,,,,,,,,,,,,,cs.CY,,,,,,Position: Evaluating Generative AI Systems is a Social Science Measurement Challenge,,https://arxiv.org/abs/2502.00561,,,2025
,,,,,,"Luccioni, S. and Jernite, Y. and Strubell, E.",,,,,,"ACM Conference on Fairness, Accountability, and Transparency",,ref80,,,,,,,,,inproceedings,,,,,,,,,,,,,,,,,,,85--99,,,,,,,,,Power hungry processing: Watts driving the cost of AI deployment?,,https://arxiv.org/pdf/2311.16863,,,2024
,,"New York, NY, USA",,,6,"Birhane, Abeba and Isaac, William and Prabhakaran, Vinodkumar and Diaz, Mark and Elish, Madeleine Clare and Gabriel, Iason and Mohamed, Shakir",,,,,,"Proceedings of the 2nd ACM Conference on Equity and Access in Algorithms, Mechanisms, and Optimization",,ref136,,,,,,10.1145/3551624.3555290,,,inproceedings,,,,,9781450394772,,,,,"Justice, Machine Learning, Participatory AI, Power",,,"Arlington, VA, USA",,,,8,,,,,,Association for Computing Machinery,,,EAAMO '22,,Power to the People? Opportunities and Challenges for Participatory AI,,https://doi.org/10.1145/3551624.3555290,,,2022
,,,,,,"Mil{\`a}-Garcia, Alba",,,,,,,,mila2018pragmatic,,,,,,,,,article,,,,,,,,,Corpus Pragmatics,,,,,,,3,,,265--287,,,,Springer,,,,,Pragmatic annotation for a multi-layered analysis of speech acts: A methodological proposal,,,,2,2018
,,,,,,"Niculescu-Mizil, Alexandru and Caruana, Rich",,,,,,Proceedings of the 22nd international conference on Machine learning,,niculescu2005predicting,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://bit.ly/3434dZG},,,ACM,625--632,,,,,,,,,Predicting {G}ood {P}robabilities with {S}upervised {L}earning,,,,,2005
,,,,,,"Niculescu-Mizil, Alexandru and Caruana, Rich",,,,,,Proceedings of the 22nd international conference on Machine learning,,niculescu2005predicting,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://bit.ly/3434dZG},,,ACM,625--632,,,,,,,,,Predicting {G}ood {P}robabilities with {S}upervised {L}earning,,,,,2005
,,,,,,"Friedman, Jerome H. and Popescu, Bogdan E and others",,,,,,,,rulefit,,,,,,,,,article,,,,,,,,,The Annals of Applied Statistics,,,,,,URL: \url{https://projecteuclid.org/download/pdfview_1/euclid.aoas/1223908046},3,,,916--954,,,,Institute of Mathematical Statistics,,,,,Predictive {L}earning via {R}ule {E}nsembles,,,,2,2008
,,,,,,"Friedman, Jerome H. and Popescu, Bogdan E and others",,,,,,,,rulefit,,,,,,,,,article,,,,,,,,,The Annals of Applied Statistics,,,,,,URL: \url{https://projecteuclid.org/download/pdfview_1/euclid.aoas/1223908046},3,,,916--954,,,,Institute of Mathematical Statistics,,,,,Predictive {L}earning via {R}ule {E}nsembles,,,,2,2008
,,,,,,"Friedman, Jerome H. and Popescu, Bogdan E. and others",,,,,,,,rulefit,,,,,,,,,article,,,,,,,,,The Annals of Applied Statistics,,,,,,URL: \url{https://projecteuclid.org/download/pdfview_1/euclid.aoas/1223908046},3,,,916--954,,,,Institute of Mathematical Statistics,,,,,Predictive {L}earning {V}ia {R}ule {E}nsembles,,,,2,2008
,,,,,,"Friedman, Jerome H. and Popescu, Bogdan E. and others",,,,,,,,rulefit,,,,,,,,,article,,,,,,,,,The Annals of Applied Statistics,,,,,,URL: \url{https://projecteuclid.org/download/pdfview_1/euclid.aoas/1223908046},3,,,916--954,,,,Institute of Mathematical Statistics,,,,,Predictive {L}earning {V}ia {R}ule {E}nsembles,,,,2,2008
,,,,,,"Hall, Patrick",,,,,,,,hall2016,,,,,,,,,misc,,,,,,,,,,,,,,,URL: \url{https://www.oreilly.com/ideas/predictive-modeling-striking-a-balance-between-accuracy-and-interpretability},,,,,,,,O'Reilly Ideas,,,,,Predictive {M}odeling: {S}triking a {B}alance {B}etween {A}ccuracy and {I}nterpretability,,,,,2016
,,,,arXiv,,Steve Yadlowsky and Lyric Doshi and Nilesh Tripuraneni,,,,,,,,ref3,,,,,,,,,misc,2311.00871,,,,,,,,,,,,,,,,,,,,,cs.LG,,,,,,Pretraining Data Mixtures Enable Narrow Model Selection Capabilities in Transformer Models,,https://arxiv.org/abs/2311.00871,,,2023
,,,,,,"McGregor, Sean",,,,,,Proceedings of the AAAI Conference on Artificial Intelligence,,mcgregor2021preventing,,,,,,,,,inproceedings,,,,,,,,,,,,,,,,17,,,15458--15463,,,,,,,,,Preventing repeated real world {AI} failures by cataloging incidents: The {AI} incident database,,,,35,2021
,,,,,,"{UK Department for Science, Innovation and Technology}",,,,,,,,DSIT_AI,,,,,,,,,misc,,,\url{https://https://www.gov.uk/government/news/prime-minister-sets-out-blueprint-to-turbocharge-ai},,,,,,,,,,,,,,,,,,,,,,,,,Prime Minister sets out blueprint to turbocharge AI,,,,,2025
,,,,,,"Shokri, Reza and Strobel, Martin and Zick, Yair",,,,,,,,shokri2019privacy,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1907.00164,,,,,,URL: \url{https://arxiv.org/pdf/1907.00164.pdf},,,,,,,,,,,,,Privacy {R}isks of {E}xplaining {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Shokri, Reza and Strobel, Martin and Zick, Yair",,,,,,,,shokri2019privacy,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1907.00164,,,,,,URL: \url{https://arxiv.org/pdf/1907.00164.pdf},,,,,,,,,,,,,Privacy {R}isks of {E}xplaining {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Shokri, Reza and Strobel, Martin and Zick, Yair",,,,,,,,shokri2019privacy,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1907.00164,,,,,,URL: \url{https://arxiv.org/pdf/1907.00164.pdf},,,,,,,,,,,,,Privacy {R}isks of {E}xplaining {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Shokri, Reza and Strobel, Martin and Zick, Yair",,,,,,,,shokri2019privacy,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1907.00164,,,,,,URL: \url{https://arxiv.org/pdf/1907.00164.pdf},,,,,,,,,,,,,Privacy {R}isks of {E}xplaining {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Shokri, Reza and Strobel, Martin and Zick, Yair",,,,,,,,shokri2019privacy,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1907.00164,,,,,,URL: \url{https://arxiv.org/pdf/1907.00164.pdf},,,,,,,,,,,,,Privacy {R}isks of {E}xplaining {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Shokri, Reza and Strobel, Martin and Zick, Yair",,,,,,,,shokri2019privacy,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1907.00164,,,,,,URL: \url{https://arxiv.org/pdf/1907.00164.pdf},,,,,,,,,,,,,Privacy {R}isks of {E}xplaining {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Shokri, Reza and Strobel, Martin and Zick, Yair",,,,,,,,shokri2019privacy,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1907.00164,,,,,,URL: \url{https://arxiv.org/pdf/1907.00164.pdf},,,,,,,,,,,,,Privacy {R}isks of {E}xplaining {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Shokri, Reza and Strobel, Martin and Zick, Yair",,,,,,,,shokri2019privacy,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1907.00164,,,,,,URL: \url{https://arxiv.org/pdf/1907.00164.pdf},,,,,,,,,,,,,Privacy {R}isks of {E}xplaining {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Agrawal, Rakesh and Srikant, Ramakrishnan",,,,,,ACM Sigmod Record,,agrawal2000privacy,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://alme1.almaden.ibm.com/cs/projects/iis/hdb/Publications/papers/sigmod00_privacy.pdf},2,,ACM,439--450,,,,,,,,,Privacy-{P}reserving {D}ata {M}ining,,,,29,2000
,,,,,,"Agrawal, Rakesh and Srikant, Ramakrishnan",,,,,,ACM Sigmod Record,,agrawal2000privacy,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://alme1.almaden.ibm.com/cs/projects/iis/hdb/Publications/papers/sigmod00_privacy.pdf},2,,ACM,439--450,,,,,,,,,Privacy-{P}reserving {D}ata {M}ining,,,,29,2000
,,,,,,"Salvatier, John and Wiecki, Thomas V and Fonnesbeck, Christopher",,,,,,,,salvatier2016probabilistic,,,,,,,,,article,,,,,,,,,PeerJ Computer Science,,,,,,URL: \url{http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.800.6956&rep=rep1&type=pdf},,,,e55,,,,PeerJ Inc.,,,,,Probabilistic {P}rogramming in {P}ython using {P}y{M}{C}{3},,,,2,2016
,,,,,,"Salvatier, John and Wiecki, Thomas V and Fonnesbeck, Christopher",,,,,,,,salvatier2016probabilistic,,,,,,,,,article,,,,,,,,,PeerJ Computer Science,,,,,,URL: \url{http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.800.6956&rep=rep1&type=pdf},,,,e55,,,,PeerJ Inc.,,,,,Probabilistic {P}rogramming in {P}ython using {P}y{M}{C}{3},,,,2,2016
,,,,,,"Kumar, I. Elizabeth and Venkatasubramanian, Suresh and Scheidegger, Carlos and Friedler, Sorelle",,,,,,,,kumar2020problems,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:2002.11097,,,,,,URL: \url{https://arxiv.org/pdf/2002.11097.pdf},,,,,,,,,,,,,Problems with {S}hapley-value-based {E}xplanations as {F}eature {I}mportance {M}easures,,,,,2020
,,"Dublin, Ireland",,,,,,,,,,,,ref150,,,,,,,,"Muresan, Smaranda  and
Nakov, Preslav  and
Villavicencio, Aline",proceedings,,,,,,,,,,,,,,May,,,,,,,,,Association for Computational Linguistics,,,,,Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),,https://aclanthology.org/2022.acl-long.0/,,,2022
,,,,,,"Zhu, Kaijie and Zhao, Qinlin and Chen, Hao and Wang, Jindong and Xie, Xing",,,,,,,,ref100,,,,,,,,,article,,,,,,,,,Journal of Machine Learning Research,,,,,,,254,,,1--22,,,,,,,,,Promptbench: A unified library for evaluation of large language models,,,,25,2024
,,,,,,"Hall, Patrick",,,,,,,,hall2019security,,,,,,,,,misc,,,,,,,,,,,,,,,URL: \url{https://www.oreilly.com/ideas/proposals-for-model-vulnerability-and-security},,,,,,,,O'Reilly Ideas,,,,,Proposals for {M}odel {V}ulnerability and {S}ecurity,,,,,2019
,,,,,,"Hall, Patrick and Navdeep Gill and Nicholas Schmidt",,,,,,,,hall2019proposed,,,,,,,,,article,,,,,,,,,NeurIPS Robust AI in Financial Services Workshop,,,,,,URL: \url{https://arxiv.org/pdf/1906.03533.pdf},,,,,,,,,,,,,Proposed {G}uidelines for the {R}esponsible {U}se of {E}xplainable {M}achine {L}earning,,,,,2019
,,,,,,"Hall, Patrick and Navdeep Gill and Nicholas Schmidt",,,,,,,,hall2019proposed,,,,,,,,,article,,,,,,,,,NeurIPS Robust AI in Financial Services Workshop,,,,,,URL: \url{https://arxiv.org/pdf/1906.03533.pdf},,,,,,,,,,,,,Proposed {G}uidelines for the {R}esponsible {U}se of {E}xplainable {M}achine {L}earning,,,,,2019
,,,,,,"Broniatowski, David A.",,,,,,,,broniatowski2021psychological,,,,,,,,,article,,,,,,,,,,,,,,,URL: \url{https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=931426},,,,,,,,"NIST Interagency/Internal Report (NISTIR), National Institute of Standards~…",,,,,Psychological {F}oundations of {E}xplainability and {I}nterpretability in {A}rtificial {I}ntelligence,,,,,2021
,,,,,,"Broniatowski, David A and others",,,,,,,,broniatowski2021psychological,,,,,,,,,article,,,,,,,,,,,,,,,URL: \url{https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=931426},,,,,,,,"NIST Interagency/Internal Report (NISTIR), National Institute of Standards~…",,,,,Psychological {F}oundations of {E}xplainability and {I}nterpretability in {A}rtificial {I}ntelligence,,,,,2021
,,,,arXiv,,Nicholas Carlini and Daphne Ippolito and Matthew Jagielski and Katherine Lee and Florian Tramer and Chiyuan Zhang,,,,,,,,ref63and79,,,,,,,,,misc,2202.07646,,,,,,,,,,,,,,,,,,,,,cs.LG,,,,,,Quantifying Memorization Across Neural Language Models,,https://arxiv.org/abs/2202.07646,,,2023
,,,,,,"Molnar, Christoph and Casalicchio, Giuseppe and Bischl, Bernd",,,,,,,,molnar2019quantifying,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1904.03867,,,,,,URL: \url{https://arxiv.org/pdf/1904.03867.pdf},,,,,,,,,,,,,Quantifying {I}nterpretability of {A}rbitrary {M}achine {L}earning {M}odels {T}hrough {F}unctional {D}ecomposition,,,,,2019
,,,,,,"Molnar, Christoph and Casalicchio, Giuseppe and Bischl, Bernd",,,,,,,,molnar2019quantifying,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1904.03867,,,,,,URL: \url{https://arxiv.org/pdf/1904.03867.pdf},,,,,,,,,,,,,Quantifying {I}nterpretability of {A}rbitrary {M}achine {L}earning {M}odels {T}hrough {F}unctional {D}ecomposition,,,,,2019
,,,,,,"Molnar, Christoph and Casalicchio, Giuseppe and Bischl, Bernd",,,,,,,,molnar2019quantifying,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1904.03867,,,,,,URL: \url{https://arxiv.org/pdf/1904.03867.pdf},,,,,,,,,,,,,Quantifying {I}nterpretability of {A}rbitrary {M}achine {L}earning {M}odels {T}hrough {F}unctional {D}ecomposition,,,,,2019
,,,,,,"Molnar, Christoph and Casalicchio, Giuseppe and Bischl, Bernd",,,,,,,,molnar2019quantifying,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1904.03867,,,,,,URL: \url{https://arxiv.org/pdf/1904.03867.pdf},,,,,,,,,,,,,Quantifying {I}nterpretability of {A}rbitrary {M}achine {L}earning {M}odels {T}hrough {F}unctional {D}ecomposition,,,,,2019
,,,,,,"Molnar, Christoph and Casalicchio, Giuseppe and Bischl, Bernd",,,,,,,,molnar2019quantifying,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1904.03867,,,,,,URL: \url{https://arxiv.org/pdf/1904.03867.pdf},,,,,,,,,,,,,Quantifying {I}nterpretability of {A}rbitrary {M}achine {L}earning {M}odels {T}hrough {F}unctional {D}ecomposition,,,,,2019
,,,,,,"Leech, Gavin and Vazquez, Juan J and Yagudin, Misha and Kupper, Niclas and Aitchison, Laurence",,,,,,,,leech2024questionable,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:2407.12220,,,,,,,,,,,,,,,,,,,Questionable practices in machine learning,,,,,2024
,,"Vienna, Austria",,,,{R Core Team},,,,,https://www.R-project.org,,,r,,,,,,,,,manual,,,,,,,,,,,,,,,,,,R Foundation for Statistical Computing,,,,,,,,,,R: A Language and Environment for Statistical Computing,,https://www.R-project.org,,,2015
,,,,arXiv,,Mikayel Samvelyan and Sharath Chandra Raparthy and Andrei Lupu and Eric Hambro and Aram H. Markosyan and Manish Bhatt and Yuning Mao and Minqi Jiang and Jack Parker-Holder and Jakob Foerster and Tim Rocktäschel and Roberta Raileanu,,,,,,,,ref53,,,,,,,,,misc,2402.16822,,,,,,,,,,,,,,,,,,,,,cs.CL,,,,,,Rainbow Teaming: Open-Ended Generation of Diverse Adversarial Prompts,,https://arxiv.org/abs/2402.16822,,,2024
